measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,196,South Africa,3,Both,22,All Ages,298,HIV/AIDS,1,Number,2005,5114412.622475964,5388996.061749555,4822385.598216939
5,Prevalence,196,South Africa,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,2005,10550.172600697562,11116.592029763322,9947.769991165975
5,Prevalence,196,South Africa,3,Both,22,All Ages,297,Tuberculosis,1,Number,2007,22474699.39395587,24537697.285223637,20441536.19064757
5,Prevalence,196,South Africa,3,Both,22,All Ages,297,Tuberculosis,3,Rate,2007,45534.160188716734,49713.83239715722,41414.93361458326
5,Prevalence,196,South Africa,3,Both,22,All Ages,298,HIV/AIDS,1,Number,2007,5379496.957968659,5675296.010457125,5066547.783605933
5,Prevalence,196,South Africa,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,2007,10898.961179642472,11498.255577471113,10264.920314998419
5,Prevalence,196,South Africa,3,Both,22,All Ages,297,Tuberculosis,1,Number,2006,22300647.094915565,24359106.592420347,20302238.46777625
5,Prevalence,196,South Africa,3,Both,22,All Ages,297,Tuberculosis,3,Rate,2006,45581.687667510014,49789.101806307575,41497.01525927796
5,Prevalence,196,South Africa,3,Both,22,All Ages,298,HIV/AIDS,1,Number,2006,5253380.774533805,5530462.590775837,4960259.42651348
5,Prevalence,196,South Africa,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,2006,10737.71360284415,11304.058460575667,10138.584542719782
5,Prevalence,196,South Africa,3,Both,22,All Ages,297,Tuberculosis,1,Number,2008,22639842.233029258,24692213.87029375,20593315.8741363
5,Prevalence,196,South Africa,3,Both,22,All Ages,297,Tuberculosis,3,Rate,2008,45464.43164927239,49585.922826679416,41354.6787276473
5,Prevalence,196,South Africa,3,Both,22,All Ages,298,HIV/AIDS,1,Number,2008,5530744.530202348,5851370.782349243,5221506.043736484
